id,name,intelligence,strength,speed,durability,full-name,aliases,place-of-birth,First Appearance,Release Date,publisher,alignment,gender,race,height,weight,eye-color,hair-color,occupation,base,group-affiliation,relatives,height_cm,weight_kg
481,Namor,69.0,95.0,58.0,70.0,Namor McKenzie,"Imperius Rex, Dr. G.W. Falton, Sub-Mariner, Subby, Namor the First, Avenging Son, Old Man, Rex, Joe Pierre, Lord of the Seven Seas, the Scion of the Deep, Phoenix",Atlantis,"Motion Picture Funnies Weekly #1 (April, 1939)",1939-04-01,Marvel Comics,good,Male,Atlantean,"[""6'2"", '188 cm']","['278 lb', '125 kg']",grey,black,"King of Atlantis, Adventurer; former warrior, commando, CEO","Ultimate Universe; formerly New Atlantis, Utopia, San Francisco Bay, California; Atlantis; Necropolis, Wakanda; occasionally mobile","Cabal (founder), Invaders, Atlantis; formerly Illuminati, X-Men, Extinction Team, Phoenix Five, Defenders, Osborn's X-Men, Osborn's Cabal, Avengers, All-Winners Squad, Titans Three, Fantastic Four, Oracle Inc., Order, Deep Six (founder and leader); ally o","Elanna (maternal ancestor), Tanas (maternal ancestor), Zartra (maternal ancestor), Orrek (maternal distant relative), Stegor (maternal ancestor), Kamuu (maternal ancestor), Harran (maternal ancestor), Kalen (maternal ancestor), Ossem (maternal ancestor), Balaal (maternal ancestor), Thallo (maternal ancestor), Immanu (maternal great-grandfather-in-law, deceased), Thakorr (maternal grandfather, deceased), Korra (maternal grandmother), Wa-Korr (grandfather-in-law, presumed deceased), Wathan (father-in-law, presumed deceased), Tom Smallwood (father-in-law), Gladys Smallwood (mother-in-law), Zarina (maternal aunt), Namora's father (uncle), Daka (maternal uncle), Brynn (aunt-by-marriage/step-grandmother), Fen (mother, deceased), Leonard McKenzie (father, deceased), Experiment N2 (clone), Lawrence McKenzie (paternal half-brother), Dorma (wife / distant cousin, deceased), Marrina (wife), three unnamed children (by Marrina), Kamar (son, deceased), Black Moray (Leon McKenzie) (paternal half-nephew), Llyron McKenzie (paternal great-nephew), Dan Smallwood (brother-in-law), Namora (maternal cousin), Beemer (maternal cousin), Bobo (maternal cousin), Byrrahna (maternal cousin), Namita (maternal cousin), Daro (maternal cousin), Dara (maternal cousin), Seth (maternal cousin), Argus (maternal cousin), Arkus (maternal cousin), Byrrah (maternal cousin), Namorita (maternal 1st cousin once removed).",188.0,278.0
483,Namora,50.0,85.0,42.0,42.0,Aquaria Nautica Neptunia,"Sub-Mariner, Avenging Daughter, the Sea Beauty",Unnamed Atlantean outpost,Marvel Mystery Comics #82 (1947),1947-03-11,Marvel Comics,good,Female,Unknown,"[""5'11"", '180 cm']","['189 lb', '85 kg']",blue,blond,Unknown,Unknown,"Agents of Atlas, Long-time ally of Namor; Monster Hunters, Invaders, All Winners Squad; At one time or another was partnered with FBI Agent Jimmy Woo, Sun Girl, Venus, Golden Girl, Hulk","Namor (cousin), Talan (husband, deceased), Namorita (""daughter"" cloned)",180.0,189.0
484,Namorita,50.0,72.0,47.0,70.0,Namorita Prentiss,"Kymaera, Hard",Atlantis Outskirts,SUB-MARINER Vol. 2 #50 (1972),1972-03-07,Marvel Comics,good,Female,Unknown,"[""5'6"", '168 cm']","['225 lb', '101 kg']",blue,blond,"Superhero, formerly Leader of Atlantis","Mobile, formerly New Warriors headquarters and Atlantis","Formerly Council of Three, New Warriors, Fantastic Four, Soldiers of Misfortune, Water Children","Namora (mother); Talan (father, deceased); Namor, Byrrah, Dara, Arkus (first cousins once removed); Fen (great-aunt, deceased); Thakorr (great-grandfather, deceased); Korra (great-grandmother, presumed deceased); large extended family; Betty Prentiss (legal guardian, deceased)",168.0,225.0
487,Nebula,63.0,52.0,13.0,50.0,Unknown,Unknown,Unknown,"Avengers #257 (July, 1985)",1985-04-16,Marvel Comics,bad,Female,Luphomoid,"[""6'1"", '185 cm']","['185 lb', '83 kg']",blue,no hair,Unknown,Unknown,"Graces, United Front, former leader of a mercenary band",Unknown,185.0,185.0
489,Nick Fury,75.0,11.0,23.0,42.0,Nicholas Joseph Fury,"Doyle, The Mystery in the Mask, Patch, Scorpio",New York City,Sgt. Fury and His Howling Commandos #1 (1963),1963-02-05,Marvel Comics,good,Male,Human,"[""6'1"", '185 cm']","['221 lb', '99 kg']",brown,brown / white,"S.H.I.E.L.D. director; former S.H.I.E.L.D. agent, intelligence agent, soldier and commando leader, parachuting instructor, stunt flyer",Unknown,"Secret Avengers, SHIELD (both incarnations); formerly Team Valkyrie, C.I.A., liaison to MI-5, O.S.S., Howling Commandos, U.S. Army","Jack Fury (father, deceased);
unnamed mother;
unnamed stepmother (deceased);
Dawn Fury (half-sister);
Jake Fury (half-brother);
Mikel Fury (son, deceased);
Jerry Sapristi (cousin);
Tina Sapristi (cousin by marriage);
Ernesto, Pietro, Giovanni, Maria, Rosa and Gabriella (1st cousins once removed);",185.0,221.0
490,Nightcrawler,50.0,10.0,47.0,14.0,Kurt Wagner,Unknown,Somewhere in the Bavarian Alps,GIANT-SIZE X-MEN #1,1975-05-01,Marvel Comics,good,Male,Unknown,"[""5'9'"", '175 cm']","['195 lb', '88 kg']",yellow,indigo,"Adventurer, Teacher","Xavier Institute for Higher Learning, Salem Center, Westchester County, New York (former) Muir Island, Scotland; Braddock Lighthouse","X-Men, formerly Excalibur","Eric Wagner (father, deceased), Margali Szardos (foster mother), Jimaine Szardos (Daytripper, alias Amanda Sefton, foster sister), Stefan Szardos (foster brother, deceased), Mystique (mother), Graydon Creed (half-brother, deceased).",175.0,195.0
495,Northstar,50.0,18.0,83.0,56.0,Jean-Paul Beaubier,Jean-Paul Martin,"Montreal, Qu�bec, Canada",X-Men #120 (1979),1979-01-23,Marvel Comics,good,Male,Unknown,"[""5'11"", '180 cm']","['185 lb', '83 kg']",blue,black,"Former terrorist, adventurer, teacher, businessman, novelist, professional skier, trapeze artist, thief",Unknown,"None, formerly Hydra, Xavier Institute Faculty/Alpha Squadron (teacher/advisor), X-Men, Alpha Flight, Front de Lib�ration du Qu�bec/Cell Combattre","Jean-Baptiste Beaubier (father, deceased), unnamed mother (deceased), Louis Martin (adoptive father, deceased), unnamed adoptive mother (deceased), Jeanne-Marie Beaubier (Aurora, sister), Joanne Beaubier (adopted daughter, deceased)",180.0,185.0
497,Nova,63.0,60.0,100.0,100.0,Frankie Raye,"Frances Hyatt, Human Torch",Unknown,"Fantastic Four #164 (November, 1975)",1975-08-12,Marvel Comics,good,Female,Human / Cosmic,"[""5'4"", '163 cm']","['130 lb', '59 kg']",white,red,Unknown,World-ship of Galactus,"Defenders (Valkyrior), formerly Heralds of Galactus, Fantastic Four","""Thomas Raye"" (Phineas T. Horton, stepfather, deceased), Thomas Raymond (Toro, possible biological father); Lanette Raye (mother)",163.0,130.0
498,Odin,100.0,83.0,67.0,95.0,Odin Borson,"All-Father,Sky-Father, Atum-Re, Woden, Wotan, Oden, Orrin, Harbard, King of Asgard",Asgard,Journey into Mystery #85,1962-07-31,Marvel Comics,good,Male,God / Eternal,"[""6'9"", '206 cm']","['650 lb', '293 kg']",blue,white,"Deity, Monarch of Asgard, Asgardian God of the Sky, Wind, Wisdom, Crafts, Time, and the Dead, Warrior","City of Asgard, Asgard","Asgardians, Council of Godheads","Buri (Tiwaz) (paternal grandfather), Bolthorn (maternal grandfather), Bor Burison (father, deceased), Bestla (mother), Mimir Burison (paternal uncle), Njord (paternal uncle), Vili, Ve, Cul (brothers), Frigga (wife), Freyr (father-in-law), Gullveig (sister-in-law), Thor (son by Jord), Vidar (son by Grid), Balder (son by Frigga), Tyr, Hermod (allegedly sons by Frigga), Angela (daughter by Frigga), Laussa (daughter by Frigga and Surtur), Loki (foster son), Hoder (nephew), Skadi (niece)",206.0,650.0
504,Onslaught,88.0,100.0,33.0,100.0,Onslaught,"Charlie Silus, Sir David The Great, Charles Xavier, Magneto, That Which Shall Survive, the Entity, Dark Xavier",Unknown,"X-Man Vol 1 #15 (May, 1996)",1996-03-20,Marvel Comics,bad,Male,Mutant,"[""10'0"", '305 cm']","['900 lb', '405 kg']",red,no hair,Would-be destroyer,"Central Park Citadel, Astral Fortress",Unknown,"Professor Charles Xavier (fusee, deceased); Magneto (fusee)",305.0,900.0
514,Penguin,75.0,10.0,12.0,28.0,Oswald Chesterfield Cobblepot,Unknown,Unknown,"DETECTIVE COMICS #58 (December, 1941)",1941-10-28,DC Comics,bad,Male,Human,"[""5'2"", '157 cm']","['175 lb', '79 kg']",blue,black,Trader,Gotham City,Unknown,"Miranda Cobblepot (Aunt), Miranda (Mother, deceased), Father (deceased)",157.0,175.0
516,Phantom Girl,38.0,10.0,23.0,28.0,Tinya Wazzo,Unknown,Unknown,Teen Titans/Legion Special #1 (2004),2004-12-15,DC Comics,good,Female,Unknown,"[""5'6"", '168 cm']","['120 lb', '54 kg']",blue,black,Unknown,"United Planets, Bgztl",Unknown,Unknown,168.0,120.0
518,Plantman,63.0,60.0,25.0,55.0,Samuel Smithers,Blackheath,"London, England","Strange Tales #113 (October, 1963)",1963-07-09,Marvel Comics,bad,Male,Mutant,"[""6'0"", '183 cm']","['193 lb', '87 kg']",green,grey,"Professional Criminal, formerly Gardner","A submarine somewhere in the Atlantic Ocean, formerly London, United Kingdom","Formerly Thunderbolts (as Blackheath), Crime Wave, Defenders (Villains) , New Enforcers, former associate of the Maggia under Count Nefaria, ally of Wizard.",Unknown,183.0,193.0
520,Plastic Man,50.0,63.0,23.0,100.0,Patrick O'Brian,Unknown,Unknown,"Police Comics #1 (August, 1941)",1941-05-14,DC Comics,good,Male,Human,"[""6'1"", '185 cm']","['178 lb', '80 kg']",blue,black,Government Agent,Unknown,The FBI; formerly the Justice League of America; the All-Star Squadron and the Freedom Fighters,Offspring (son),185.0,178.0
521,Plastique,50.0,10.0,23.0,28.0,Bette Sans Souci,Unknown,Unknown,Fury of Firestorm #7,1982-09-09,DC Comics,bad,Female,Unknown,"[""5'6"", '168 cm']","['123 lb', '55 kg']",blue,red,"Government Agent, former Terrorist, Mercenary","Mobile; formerly Quebec, Canada","Suicide Squad, formerly Bomb Squad, Extreme Justice","Nathaniel Adam (Captain Atom,husband), Margaret Eiling (step-daughter), Randall Eiling (step-son)",168.0,123.0
522,Poison Ivy,81.0,14.0,21.0,40.0,Pamela Isley,Unknown,"Seattle, Washington",Batman #181 (June 1966),1966-03-22,DC Comics,bad,Female,Human,"[""5'6"", '168 cm']","['110 lb', '50 kg']",green,red,"Criminal, Botanist",Gotham City,"Formerly Injustice Gang, Suicide Squad, Harley Quinn, Secret Society of Super Villains, Joker League of Anarchy",Unknown,168.0,110.0
523,Polaris,63.0,73.0,42.0,50.0,Lorna Dane,"Pestilence, formerly Malice, Polarity, Magnetrix, M-2, Magneto the Second",Presumably northern California - not confirmed,"X-Men #49 (October, 1968)",1968-07-02,Marvel Comics,good,Female,Mutant,"[""5'7"", '170 cm']","['115 lb', '52 kg']",green,green,"Adventurer, former U.S. government operative, former graduate student in geophysics","Serval Industries, Virginia; formerly X-Factor Investigations Headquarters, Starjammer; Xavier Institute for Higher Learning, Salem Center, Westchester County, New York; Genosha; X-Factor HQ, Washington D.C., Maryland; Mutant Research Center, Muir Island;","X-Factor (Serval Industries); formerly X-Factor Investigations, Starjammers, X-Men, Horsemen of Apocalypse, Genoshan Cabinet, X-Factor (Government), The Twelve, Acolytes, Muir Island X-Men, Defenders for a Day, Marauders (possessed by Malice)","Joseph (father's clone/paternal uncle, deceased), Magneto (father), Magda Lehnsherr (step-mother, deceased), Zaladane (sister, status uncertain), Anya Lehnsherr (paternal half-sister, deceased), Scarlet Witch (paternal half-sister), Quicksilver (paternal half-brother), Nightcrawler (half-brother-in-law), Vision (half-brother-in-law), Crystal (half-sister-in-law), Nocturne (half-niece), Speed (half-nephew), Wiccan (half-nephew), Luna Maximoff (half-niece)",170.0,115.0
524,Power Girl,94.0,100.0,100.0,100.0,Kara Zor-L,"Karen Starr, Nightwing",Unknown,All-Star Comics #58 (January/February 1976),1975-11-20,DC Comics,good,Female,Kryptonian,"[""5'11"", '180 cm']","['180 lb', '81 kg']",blue,blond,Unknown,Unknown,"Justice Society of America, Justice League Europe, Infinity, Inc., Sovereign Seven","Zor-L (father, deceased), Allura (mother, deceased), Jor-L (uncle, deceased), Lora (aunt, deceased), Kal-L (Earth-Two Superman, cousin and adopted father, deceased), Earth-Two Lois Lane (adopted mother, deceased), Equinox (son, deceased), Kara Zor-El (alternate universe version)",180.0,180.0
527,Professor X,100.0,8.0,12.0,14.0,Charles Francis Xavier,"Prof, Dr. X, Professor Xavier, formerly Prisoner M-13","New York, New York","X-Men #1 (September, 1963)",1963-07-02,Marvel Comics,good,Male,Mutant,"[""6'"", '183 cm']","['190 lb', '86 kg']",blue,no hair,"Mutant leader, mutant rights activist, geneticist, teacher, adventurer, heir, formerly headmaster, soldier (US Army)","Formerly Utopia, San Francisco Bay, California; Genosha; Xavier Institute, Salem Center, Westchester County, New York; Imperial Palace, Chandilar, Shi'ar Empire; Columbia University, Manhattan, New York City, New York","Formerly X-Men (founder; formerly teacher & leader), Illuminati, Genoshan Excalibur, Brotherhood of Evil Mutants (leader), Cadre K, Generation X (founder), Starjammers, The Twelve, New Mutants (founder, teacher & leader), United States Army, X-Corporation","Brian Xavier (father, deceased), Sharon Xavier (mother, deceased), Cassandra Nova (sister), Kurt Marko (stepfather, deceased), Cain Marko (Juggernaut, stepbrother), Lilandra (ex-wife), David Charles Haller (Legion, son, deceased)",183.0,190.0
528,Professor Zoom,94.0,10.0,100.0,20.0,Eobard Thawne,"Reverse Flash, Black Flash, Adrian Zoom, Mister Zyx",Unknown,"Flash #139 (September, 1963)",1963-07-11,DC Comics,bad,Male,Human,"[""5'11"", '180 cm']","['179 lb', '81 kg']",blue,strawberry blond,Unknown,"Central Cityplex, 25th Century","Formerly Secret Society of Super-Villains, Black Lantern Corps, White Lantern Corps","Robern Thawne (brother), Malcolm Thawne (Cobalt Blue) (distant ancestor), President Thawne, Meloni Thawne, Bart Allen, Owen Mercer (descendants) - see Allen Family for complete family tree",180.0,179.0
529,Psylocke,63.0,33.0,25.0,40.0,Elizabeth Braddock,"Betsy, Captain Britain, Lady Mandarin","Braddock Manor, England","Captain Britain #8 (December, 1976) / New Mutants Annual #2 (October, 1986) (US)",1976-11-10,Marvel Comics,good,Female,Mutant,"[""5'11"", '180 cm']","['155 lb', '70 kg']",blue,purple,"Adventurer, formerly a STRIKE operative, fashion model","Xavier Institute, Salem Center, Westchester County, New York formerly Braddock Manor, United Kingdom; Australian Outback","X-Men, formerly agent of S.T.R.I.K.E., ally of R.C.X., partner of Captain U.K.","John Braddock (ancestor, possibly grandfather); Sir James Braddock (father, deceased); Lady Elizabeth Braddock (mother, deceased); Brian Braddock (Captain Britain) (twin brother); Jamie Braddock (brother, deceased); Meggan Braddock (sister-in-law);",180.0,155.0
530,Punisher,69.0,16.0,21.0,45.0,Frank Castle,"Big Nothing, Major Bateman, Ted Bishop, Cliff Callador, Castigo, Chaloner, Fred DAmato, Eastman, Charles Fort, Frank Loomis, McRook, Melchior, Joe Rainey, Frank Rook, Richard Rook, Tony Knowlen Ross, Francis Stronghold, Johnny Tower, Dmitri Velikoff, Fra","Queens, New York",AMAZING SPIDER-MAN #129,1973-11-06,Marvel Comics,good,Male,Human,"[""6'0'"", '183 cm']","['200 lb', '90 kg']",blue,black,Former United States Marine turned professional vigilante,"Mobile, usually in New York City","None; Formerly Secret Avengers, Daredevil's Unnamed Super-Hero Team, Green Berets, U.S. Marine Corps","Maria Castle (Wife, deceased), Christie Castle (Daughter, deceased), Frank Castle Junior (Son, deceased), Mario Castle (Father, deceased), Louisa Castle (Mother, deceased), Rocco Castiglione (Uncle, deceased), Esmerelda Castiglione (Aunt, deceased), Michael Castle (Brother, stillborn, deceased).",183.0,200.0
531,Purple Man,56.0,10.0,8.0,30.0,Zebediah Killgrave,Kilgrave,Unknown,"Daredevil #4 (October, 1964)",1964-07-09,Marvel Comics,bad,Male,Human,"[""5'11"", '180 cm']","['165 lb', '74 kg']",purple,purple,"Professional criminal, Megalomaniac, Former spy","New York City, New York, USA; formerly Canada, Croatia, formerly Yugoslavia","Formerly Purple Children (leader and father), Villains for Hire, Hood's gang, partner of Electro, his own band of criminals",Melanie Killgrave (ex-wife); Persuasion (Kara Killgrave) (daughter); Joe (son); Shallah (daughter); Connor (son); Jamie (son); Unnamed daughter,180.0,165.0
535,Question,81.0,14.0,27.0,35.0,Charles Victor Szasz,Vic Sage,Unknown,"Blue Beetle (Charlton) Vol 4 #1 (June, 1967)",1967-04-18,DC Comics,good,Male,Human,"[""6'2"", '188 cm']","['185 lb', '83 kg']",blue,blond,Former Television Investigative Journalist,"Hub City; Chicago, Gotham City, Metropolis","Formerly L.A.W., JLA, Black Lantern Corps",Unknown,188.0,185.0
536,Quicksilver,63.0,28.0,100.0,60.0,Pietro Django Maximoff,"Pietro Frank, Gypsy Davey, Mateo Maximoff","Wundagore Mountain, Transia (in Eastern Europe)",X-MEN Vol. 1 #4,1964-03-03,Marvel Comics,good,Male,Mutant,"[""6'0"", '183 cm']","['175 lb', '79 kg']",blue,silver,"(current) Adventurer, (former) Terrorist, officer of the Inhumans militia, United States government operative","Currently a castle on the Hudson River in upstate New York that is owned by the High Evolutionary; (former) Transia; Avengers Mansion, Manhattan; Avengers Compound, Palos Verdes, California; X-Factor headquarters, Washington D. C.","Avengers, unofficial member of the Royal Family of the Inhumans, (former) Brotherhood of Evil Mutants I, X-Factor II","Wanda Maximoff (Scarlet Witch, sister), Magnus (Magneto, father), Magda (mother, deceased), Django Maximoff (adoptive father), Marya Maximoff (adoptive mother, deceased), Crystal (wife), Maximoff, Luna (daughter), Medusa (sister-in-law), Black Bolt, Gorgon, Karnak, Triton, Maximus (cousins by marriage), Vision (ex-brother-in-law)",183.0,175.0
537,Quill,38.0,10.0,12.0,14.0,Maxwell Jordan,Max,Unknown,New X-Men: Academy X #1,2004-05-05,Marvel Comics,good,Male,Unknown,"[""5'4"", '163 cm']","['124 lb', '56 kg']",brown,brown,Unknown,X-Mansion,Corsairs,Unknown,163.0,124.0
538,Ra's Al Ghul,100.0,28.0,32.0,42.0,Ra's Al Ghul,Demons Head,Egypt,"Batman #232 (June, 1971)",1971-04-22,DC Comics,bad,Male,Human,"[""6'4"", '193 cm']","['215 lb', '97 kg']",green,grey,"Eco Terrorist, Businessman, Cult Leader",mobile,League of Assassins,"The Sensei (father), White Ghost (Dusan al Ghul) (son), Talia al Ghul (daughter), Nyssa Raatko (daughter), Robin V (Damian Wayne) (grandson)",193.0,215.0
542,Raven,50.0,10.0,29.0,70.0,Rachel Roth,"Pride, Dark Raven",Azarath,"DC Comics Presents #26 (October, 1980)",1980-08-28,DC Comics,neutral,Female,Human,"[""5'5"", '165 cm']","['110 lb', '50 kg']",indigo,black,"Adventurer, high school student",Unknown,"Teen Titans, formerly Sentinels of Magic","Trigon (father), Angela Roth (mother, deceased), Gluttony, Greed, Lust, Wrath, Envy, Sloth (half-brothers, status unknown)",165.0,110.0
