id,name,intelligence,strength,speed,durability,power,combat,full-name,alter-egos,aliases,place-of-birth,First Appearance,Release Date,publisher,alignment,gender,race,height,weight,eye-color,hair-color,occupation,base,group-affiliation,relatives,height_cm,weight_kg,BMI
410,Living Tribunal,100.0,100.0,100.0,100.0,100.0,30.0,Unknown,No alter egos found.,"Living Trinity, Magistrate, High Judge of The Multiverse, Sir",Unknown,Strange Tales #157,03/09/1967,Marvel Comics,neutral,Unknown,Cosmic Entity,"['-', '0 cm']","['- lb', '0 kg']",blue,no hair,Unknown,Unknown,Unknown,One-Above-All (creator),,,
412,Lizard,50.0,51.0,27.0,70.0,63.0,56.0,Curtis Connors,No alter egos found.,Unknown,"Coral Gables, Florida",Amazing Spider-Man #6,08/06/1963,Marvel Comics,bad,Male,Human,"[""6'8"", '203 cm']","['510 lb', '230 kg']",red,no hair,Research biologist,Florida,Unknown,"Martha (wife, deceased), Billy (son), unnamed sister",203.0,510.0,123.75937295251
413,Lobo,94.0,100.0,54.0,100.0,100.0,85.0,Lobo,No alter egos found.,"The Main Man, The Bo, Master Frag, Mister Machete, Popebo; He-Who-Devours-Your-Entrails-And-Thoroughly-Enjoys-It",Unknown,Omega Men #3,03/03/1983,DC Comics,neutral,Male,Czarnian,"[""7'6"", '229 cm']","['640 lb', '288 kg']",red,black,"Assassin, Bounty Hunter, Priest",Mobile throughout several galaxies,"Formerly LEGION, Young Justice; First Celestial Church of the Triple Fish-God",Slobo (clone),229.0,640.0,122.04191376976
414,Loki,88.0,63.0,46.0,85.0,100.0,60.0,Loki Laufeyson,No alter egos found.,"God of Mischief, Gem-Keeper, Walter Lawson, Lester, Loren Olsen, Tyfon, Father Williams, Willie, Tso Zhung; has also impersonated hundreds of others.","Jotunheim, Asgard",Journey into Mystery Vol. 1 #85,07/31/1962,Marvel Comics,bad,Male,Asgardian,"[""6'4"", '193 cm']","['525 lb', '236 kg']",green,black,God of evil; former god of mischief and madness,Asgard,"Asgardians, Karnilla, Enchantress, Skurge the Executioner, Cobra, Mister Hyde, Absorbing Man, Igron, Tyr, Lorelei, Hela, Ulik, Frost Giants, Storm Giants (former), Dormammu, ""Acts of Vengeance"" prime movers (Dr. Doom, Magneto, Red Skull, Mandari","Laufey (father, deceased), Farbauti (mother, deceased), Sigyn (wife, deceased), Odin (foster father, deceased), Frigga (foster mother, deceased), Thor, Vidar (foster brothers, deceased), Hela,Fenris (Wolf), Jordmungand (Midgard Serpent) (children, deceased), Arkin (cousin, deceased)",193.0,525.0,140.943381030363
415,Longshot,50.0,10.0,27.0,10.0,71.0,70.0,Unknown,No alter egos found.,"The Lost Messiah, The Lucky One",Unknown,"Longshot #1 (September, 1985)",06/18/1985,Marvel Comics,good,Male,Human,"[""6'2"", '188 cm']","['80 lb', '36 kg']",blue,blond,"freedom fighter, stuntman rebel, adventurer","X-Factor Investigations Headquarters, New York City, New York; formerly Detroit, Michigan; mobile; Xavier's School for Gifted Youngsters, Salem Center, Westchester County, New York; Mojoverse; Cooterman's Creek, Australian Outback, Australia; Alcatraz I",X-Factor Investigations; rebel forces on his homeworld; formerly Exiles; X-Men,"Arize (creator), Alison Blaire (Dazzler) (wife), Gaveedra Seven (Shatterstar) (alleged son)",188.0,80.0,22.6346763241286
418,Luke Skywalker,69.0,38.0,42.0,25.0,100.0,100.0,Luke Skywalker,No alter egos found.,"General Skywalker, Master Luke, Jedi",Tatooine,Star Wars: Episode IV - A New Hope (1977),05/25/1977,George Lucas,good,Male,Human,"[""5'6"", '168 cm']","['170 lb', '77 kg']",blue,blond,Unknown,Unknown,"Alliance to Restore the Republic, Jedi Order, Alliance of Free Planets, Bright Tree Village, New Republic, New Jedi Order","Darth Vader (father), Princes Leia (Sister), Yoda (Master), Obi-Wan Kenobi (Master)",168.0,170.0,60.23242630385489
419,Luna,38.0,6.0,83.0,14.0,53.0,14.0,Luna Maximoff,No alter egos found.,Unknown,"Attilan, Blue Area of the Moon",Unknown,,Marvel Comics,good,Female,Human,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,Unknown,"Quicksilver (Pietro Maximoff, father), Magneto (grandfather), Crystal (mother), Scarlet Witch, (aunt), Polaris (aunt)",,,
420,Lyja,,,,,,,Lyja,No alter egos found.,"Alicia Masters, Lyja The Lazerfist, Laura Green",Unknown,"Fantastic Four #265 (as Alicia), Fantastic Four #357 (as Lyja)",08/06/1991,Marvel Comics,good,Female,Unknown,"['-', '0 cm']","['- lb', '0 kg']",green,green,Former Skrull Liason Officer,Unknown,"Former lover of Paibok, Former ally of the Fantastic Four, Former wife of the Human Torch","Johnny Storm - Human Torch (ex-husband), Susan Storm - Invisible Woman (ex-sister-in-law)",,,
421,Mach-IV,75.0,36.0,60.0,84.0,60.0,56.0,Abner Jenkins,No alter egos found.,"Beetle, MACH-I, MACH-II, MACH-III, Matthew","Baltimore, Maryland",(Beetle) Strange Tales #123 (1964); (MACH-I) Incredible Hulk #449 (1997); (MACH-II) Thunderbolts #37 (2000); (MACH-III) Thunderbolts #57 (2001); (MACH-IV) New Thunderbolts #1 (2005),05/12/1964,Marvel Comics,bad,Male,Unknown,"[""5'11"", '180 cm']","['175 lb', '79 kg']",brown,brown,"Adventurer; former master mechanic, professional criminal, mercenary",Unknown,"formerly Thunderbolts, Masters of Evil, Sinister Syndicate, Justin Hammer's Hit Squad, Maggia, Sinister Seven, Commission on Superhuman Activities, Defenders impersonators, Burton Canyon Police Department",Unknown,180.0,175.0,54.0123456790123
422,Machine Man,63.0,32.0,35.0,84.0,51.0,64.0,"X-51, Aaron Stack",No alter egos found.,"Sir McHinery, Mister Machine.Machine Man","Central City, California",First appearance unknown,,Marvel Comics,good,Unknown,Unknown,"[""6'"", '183 cm']","['850 lb', '383 kg']",red,black,Insurance Investigator,"Garvin's Garage, Queens, New York",Avengers,"Dr. Able Stack, 'father'",183.0,850.0,253.814685419093
423,Magneto,88.0,80.0,27.0,84.0,91.0,80.0,Erik Magnus Lensherr,No alter egos found.,"The Creator, Erik Magnus Lehnsherr, Michael Xavier, White Pilgrim, Erik the RedThe Master of Magnetism","Unrevealed, probably somewhere in Northern Europe",X-MEN Vol. 1 #1,07/02/1963,Marvel Comics,bad,Male,Mutant,"[""6'2"", '188 cm']","['190 lb', '86 kg']",grey,white,"Currently Revolutionary and Conqueror, formerly Volunteer Orderly, Secret Agent","Currently unrevealed, formerly Asteroid M; various hidden bases on Earth including one in Antarctica; an island in the Bermuda Triangle; Professor Xavier's School for Gifted Youngsters, Salem Center, Westchester County, New York","Currently None, formerly Brotherhood of Evil Mutants I and II, X-Men, teacher of the New Mutants, Lords Cardinal of the Hellfire Club, leader of the Acolytes","Magda (wife, deceased), Anya (daughter, deceased), Pietro Maximoff (Quicksilver, son), Wanda Maximoff (Scarlet Witch, daughter), Lorna Dane (Polaris, daughter), Joseph (clone, deceased), Luna (granddaughter)",188.0,190.0,53.7573562698053
424,Magog,50.0,48.0,23.0,64.0,66.0,72.0,David Reid,No alter egos found.,Unknown,Unknown,Unknown,,DC Comics,good,Male,Unknown,"['-', '0 cm']","['- lb', '0 kg']",blue,blond,Unknown,Unknown,"formerly Justice Society of America, formerally United States Marine Corps","Franklin Delano Roosevelt (great-grandfather, deceased)",,,
425,Magus,88.0,100.0,70.0,99.0,100.0,74.0,Unknown,No alter egos found.,Warlocks Father,Kvch (Technarchy�s home planet),New Mutants #18 (1984),05/08/1984,Marvel Comics,bad,Male,Unknown,"[""6'0"", '183 cm']","['- lb', '0 kg']",black,unknown,Ruler of the Technarchy,Unknown,Unknown,"Warlock (son, deceased)",183.0,,
427,Man-Bat,38.0,18.0,50.0,70.0,33.0,30.0,Robert Kirkland Langstrom,No alter egos found.,Kirk Langstrom,"Chicago, Illinois","Detective Comics #400 (June, 1970)",04/28/1970,DC Comics,neutral,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",brown,brown,Zoologist,Gotham City,"Formerly Spirit Squad, The Network","Francine Langstrom (wife), Rebecca Elizabeth Langtrom (daughter); Aaron Langstrom (son); Britt Langstrom (sister); Ted Friedel (brother-in-law)",,,
428,Man-Thing,50.0,32.0,8.0,100.0,100.0,40.0,Dr. Theodore Sallis,No alter egos found.,the Vagornus Koth; the Swamp Walker; Mr. Salad; Walking Mulch Heap,Unknown,"Savage Tales #1 (May, 1971)",03/09/1971,Marvel Comics,good,Male,Unknown,"[""7'0"", '213 cm']","['500 lb', '225 kg']",red,no hair,Unknown,"Man-Thing's Swamp, Citrusville, Florida","Thunderbolts, Legion of Monsters, Daydreamers",Ellen Brandt (ex-wife) Job Burke (son),213.0,500.0,110.207410346272
429,Man-Wolf,63.0,44.0,35.0,42.0,45.0,70.0,John Jameson,No alter egos found.,"Stargod, Vanwolf, Skywolf","New York, New York","AMAZING SPIDER-MAN #1, (as Man-Wolf) AMAZING SPIDER-MAN #124",12/10/1962,Marvel Comics,good,Male,Unknown,"[""6'2'"", '188 cm']","['200 lb', '90 kg']",brown,auburn,"Employed by Dept. of Social Services, Queens; former astronaut, test pilot, security chief for Ravenscroft Institute",Queens,"Ravencroft Insitute Staff, Avengers Support Crew, NASA, USAF","J. Jonah (father), Joan (mother, deceased), Marla Madison (stepmother), David (paternal grandfather, presumed deceased), Betty (paternal grandmother, presumed deceased)",188.0,200.0,56.5866908103214
430,Mandarin,100.0,28.0,23.0,28.0,100.0,95.0,Khan,No alter egos found.,"Tem Borjigin, Gene Kahn, Master Khan, Zhang Tong, Mandy",China,"Tales of Suspense #50 (February, 1964)",11/12/1963,Marvel Comics,bad,Male,Human,"[""6'2"", '188 cm']","['215 lb', '97 kg']",blue,white,"Would-be conqueror; former janitor, businessman and crimelord, government administrator",Prometheus Corporation; formerly Dragon of Heaven; Palace of the Star Dragon in the Valley of Spirits.,"current CEO of Prometheus Corporation; has employed the Avatars, Living Laser, Power Man, Swordsman, Enchantress, Executioner, Sandman, and Ladykiller.","Unidentified father, mother, paternal aunt (all deceased). Mei-Ling (fianc�e, deceased), Temujin (son), Genghis Khan (alleged ancestor, deceased)",188.0,215.0,60.8306926210955
431,Mantis,63.0,8.0,33.0,80.0,100.0,80.0,Unknown,No alter egos found.,"Celestial Madonna, Willow, Lorelei, Mandy Celestine, This One (in referring to herself)",Vietnam,Avengers #112,03/13/1973,Marvel Comics,good,Female,Human-Kree,"[""5'6"", '168 cm']","['115 lb', '52 kg']",green,black,"Celestial Madonna, former adventuress, former bar-maid/prostitute/exotic dancer",Mobile,Unknown,"Libra (Gustav Brandt) (father), Lau Brandt (mother), Cotati possessing Jacques Duquesne (husband), Quoi (son)",168.0,115.0,40.7454648526077
432,Martian Manhunter,100.0,95.0,92.0,100.0,100.0,85.0,J'onn J'onzz,No alter egos found.,"ohn Jones; JOnn JOnzz (alternate spelling); Big Green Buddy; J.J.; Jolly Green Giant; Light to the Light; Manhunter; Manhunter from Mars; Son of Mars; Bronze Wraith, Bloodwynd, many others",Unknown,Detective Comics #225 (1955),09/13/1955,DC Comics,good,Male,Martian,"[""6'7"", '201 cm']","['300 lb', '135 kg']",red,no hair,Unknown,Unknown,"Darkstars, Justice League of Aliens, Justice League Of America, Justice League Task Force, Justice League Unlimited, Martians, Outsiders","M'yrnn J'onzz (father, deceased); Sha'sheen J'onzz (mother, deceased); M'yri'ah (wife, deceased); K'hym (daughter, deceased); Ma'alefa'ak (twin brother); D'all (father-in-law, deceased); J'ahrl J'onzz (ancestor, deceased)",201.0,300.0,74.2555877329769
433,Marvel Girl,63.0,85.0,47.0,42.0,100.0,80.0,Rachel Anne Summers,No alter egos found.,"Rachel Grey, formerly Phoenix, Mother Askani, Bright Lady, Alyzrn Summerset",Unknown,UNCANNY X-MEN #141,10/14/1980,Marvel Comics,good,Female,Unknown,"[""5'7'"", '170 cm']","['125 lb', '56 kg']",green,red,Adventurer,"Xavier Institute of Higher Learning, Salem Center, Westchester County, New York (formerly) Braddock Lighthouse, England","Starjammers, formerly X-Men, former servant of Elias Bogan, formerly Clan Askani (leader), Excalibur, former servant of Ahab","Scott Summers (Cyclops, alternate timeline father, deceased in own time), Jean Grey-Summers (Phoenix, alternate timeline mother, deceased in own time), Alex Summers (Havok, alternate timeline uncle), Franklin Richards (alternate future husband), Jonathan Reed Richards (Hyperstorm, alternate future son), David Richards (alternate future son)",170.0,125.0,43.2525951557094
436,Match,75.0,95.0,83.0,85.0,100.0,70.0,Kent Connor,No alter egos found.,"Superboy, Superman",Unknown,"Superboy Vol 4 #35 (January, 1997)",11/06/1996,DC Comics,bad,Male,Unknown,"['-', '0 cm']","['- lb', '0 kg']",black,black,Unknown,Unknown,"Titans East, the Agenda, Project Cadmus","Superman (genetic template via Superboy), Lex Luthor (genetic Template via Superboy), Superboy (genetic template)",,,
438,Maverick,63.0,10.0,12.0,42.0,60.0,85.0,Christopher Bradley,No alter egos found.,"Chris, Bolt",Unknown,X-Men Unlimited #8 (1995),10/04/1995,Marvel Comics,good,Male,Unknown,"[""6'4"", '193 cm']","['244 lb', '110 kg']",blue,black,"Mercenary; former adventurer, student",Unknown,"(As Maverick) Formerly Gene Nation, Cable�s Underground; (as Bolt) formerly New Warriors","Robert Bradley (Frank Johnson, father), Marion Bradley (Rose Johnson, mother), Catherine Bradley (Jennifer Johnson, sister)",193.0,244.0,65.5051142312545
439,Maxima,75.0,90.0,35.0,56.0,81.0,75.0,Unknown,No alter egos found.,"Queen Maxima, Empress of the Almeracian Empire",Almerac,Unknown,,DC Comics,bad,Female,Unknown,"[""5'11"", '180 cm']","['160 lb', '72 kg']",brown,red,"Adventurer, Queen of the Almerac Empire",Imperial Royal Palace,"Justice League Task Force, Extreme Justice",Unknown,180.0,160.0,49.3827160493827
441,Medusa,75.0,34.0,35.0,70.0,37.0,56.0,Medusalith Amaquelin Boltagon,No alter egos found.,"Madam Medusa, Queen Medusa","Island of Attilan, Atlantic Ocean",Fantastic Four Vol. 1 #36 (1965),12/10/1964,Marvel Comics,good,Female,Inhuman,"[""5'11"", '180 cm']","['130 lb', '59 kg']",green,red,"Queen, Royal interpreter",Attilan,"Inhumans, Fantastic Four","Kobar, La (maternal grandparents), Azur (maternal aunt), Mander (maternal uncle-by-marriage), Quelin (father), Ambur (mother), Crystal (sister), Black Bolt (husband, second cousin), Ahura (son), Karnak (cousin), Triton (cousin), Psynapse (second cousin), Maximus (brother-in-law, second cousin), Ronan the Accuser (brother-in-law), Quicksilver (ex-brother-in-law), Luna (niece)",180.0,130.0,40.123456790123505
443,Mephisto,88.0,85.0,35.0,95.0,100.0,42.0,Unknown,No alter egos found.,"Satan; Mephistopheles, Lord of Evil, Prince of Devils, Prince of Lies, Lord of the Lower Depths, Satan, Beelzebub, the Devil, Maya, Lucifer, Nick Scratch, the Friend, Legion, numerous others; impersonated Don Blake, many others",Hell,Unknown,,Marvel Comics,bad,Male,Unknown,"[""6'6"", '198 cm']","['310 lb', '140 kg']",white,black,Lord of a realm of Hell,Unknown,"Hell-lords, Lords of the Splinter Realms; formerly manipulator of the Six-Fingered Hand","Blackheart (son), Mephista (daughter); presumptive relationship to other Hell-lords; quasi-paternal relationship to Mikal Drakonmegas (Hellfire) and Daimon (Hellstorm) and Satana Hellstrom; formerly engaged to unidentified demoness",198.0,310.0,79.0735639220488
444,Mera,56.0,62.0,79.0,60.0,92.0,80.0,Mera,No alter egos found.,"Queen of Atlantis, Aquawoman, Aquagirl, Water-Woman",Unknown,"Aquaman #11 (October, 1963)",08/08/1963,DC Comics,good,Female,Atlantean,"[""5'9"", '175 cm']","['160 lb', '72 kg']",blue,red,Former queen of Atlantis; Former queen of Dimension Aqua,Atlantis,Aquaman Family; formerly Red Lantern Corps,"Aquaman (husband); Aquababy (son, deceased); A.J. (son); Siren (Hila, twin sister)",175.0,160.0,52.244897959183696
445,Metallo,75.0,53.0,23.0,95.0,86.0,64.0,John Corben,No alter egos found.,Unknown,Unknown,"Superman Vol 2 #1 (January, 1987)",10/09/1986,DC Comics,bad,Male,Android,"[""6'5"", '196 cm']","['200 lb', '90 kg']",green,brown,Professional criminal,"Mobile, though he generally operates out of Metropolis",Superman Revenge Squad,Unknown,196.0,200.0,52.0616409829238
446,Metamorpho,,82.0,,,,,Rex Mason,No alter egos found.,The Element Man,Unknown,Brave and the Bold #57,11/24/1964,DC Comics,good,Male,Unknown,"[""6'1"", '185 cm']","['200 lb', '90 kg']",black,no hair,"Adventurer, former Soldier of Fortune",Unknown,"Outsiders, formerly Doom Patrol, Justice League Europe, Seven Soldiers of Victory","Unnamed parents (deceased), Sapphire Stagg Mason (wife), Joseph (son), Simon Stagg (father-in-law)",185.0,200.0,58.4368151935719
447,Meteorite,,,,,,,Unknown,No alter egos found.,Unknown,Unknown,Unknown,,Marvel Comics,good,Female,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,Unknown,Unknown,,,
448,Metron,88.0,10.0,47.0,56.0,100.0,28.0,Metron,No alter egos found.,Unknown,Unknown,"New Gods vol. 1 #1 (February-March, 1971)",12/01/1970,DC Comics,good,Male,Unknown,"[""6'1"", '185 cm']","['190 lb', '86 kg']",blue,black,"Scientist, seeker of knowledge","Supertown, New Genesis",New Gods,Unknown,185.0,190.0,55.5149744338934
451,Micro Lad,38.0,28.0,27.0,28.0,44.0,32.0,Gim Allon,No alter egos found.,"Colossal Boy (mostly known as Colossal Boy, although he dislikes that name himself)",Unknown,Teen Titans/Legion Special #1 (2004),12/15/2004,DC Comics,good,Male,Unknown,"[""6'"", '183 cm']","['170 lb', '77 kg']",grey,brown,Unknown,"United Planets, 31st century",Legion of Super-Heroes,Unknown,183.0,170.0,50.7629370838186
452,Mimic,63.0,67.0,47.0,56.0,79.0,42.0,Calvin Montgomery Rankin,No alter egos found.,"Cal, Wolverine, Calvin Rankin","Passiac, New Jersey",Uncanny X-Men #19,01/04/1966,Marvel Comics,good,Male,Unknown,"[""6'2"", '188 cm']","['225 lb', '101 kg']",brown,brown,Unknown,Unknown,"Formerly Brotherhood Of Mutants, Excalibur, X-Men, former agent of Onslaught and Sledge","Ronald Rankin (father, deceased)",188.0,225.0,63.6600271616116
455,Miss Martian,63.0,85.0,58.0,100.0,100.0,45.0,M'gann M'orzz,No alter egos found.,"Megan Morse; MGann MOrzz (alternate spelling); Martian Girlhunter; Martian Manhunter (Titans Tomorrow alias), Star-Spangled Kid",Mars,"Teen Titans Vol 3 #37 (August, 2006)",06/14/2006,DC Comics,good,Female,Unknown,"[""5'10"", '178 cm']","['135 lb', '61 kg']",red,red,Adventurer,"Arizona; San Francisco, California; formerly the Tanami Desert, Australia",Teen Titans,Unknown,178.0,135.0,42.608256533266
456,Mister Fantastic,100.0,10.0,18.0,70.0,33.0,64.0,Reed Richards,No alter egos found.,Mr Fantastic,"Central City, California",FANTASTIC FOUR #1,08/08/1961,Marvel Comics,good,Male,Human / Radiation,"[""6'1"", '185 cm']","['180 lb', '81 kg']",brown,brown,"Scientist, adventurer",New York City,Fantastic Four,"Nathaniai (father), Evelyn (mother, deceased), Susan Storm - Invisible Woman (wife), Franklin (son), Johnny Storm - Human Torch (brother-inlaw), Cassandra (stepmother, deceased), Immortus (father's descendant, see Immortus, Kang, Rama-Tut).",185.0,180.0,52.5931336742148
457,Mister Freeze,75.0,32.0,12.0,70.0,37.0,28.0,Victor Fries,No alter egos found.,"Mister Zero, Doctor Zero, Doctor Schimmell",Unknown,Batman #121 (Feb. 1959),12/18/1958,DC Comics,bad,Male,Human,"[""6'0"", '183 cm']","['190 lb', '86 kg']",unknown,unknown,Unknown,Unknown,"Assorted Batman rogues, The Society","Nora Fries (wife, deceased, then resurrected as Lazara), Charles (Father) and Lorraine Fries (Mother)",183.0,190.0,56.73504732897369
458,Mister Knife,75.0,10.0,17.0,30.0,13.0,65.0,J'son,No alter egos found.,"Jason of Spartax, Jason of Sparta, Star-Lord, Mr Knife","Spartax, Spartoi Empire, near the Shi'ar Galaxy","Inhumans Vol 3 #2 (July, 2000)",05/10/2000,Marvel Comics,bad,Male,Spartoi,"['-', '0 cm']","['- lb', '0 kg']",blue,brown,"Crimelord; former emperor, prince","Formerly Spartax, Spartoi Empire, near the Shi'ar Galaxy","Slaughter Lords (leader); formerly Galactic Council, ruler of the Spartoi Empire","Eson (father, deceased), Peter Quill (Star-Lord, son), Victoria (daughter)",,,
